MARCA TEMPORAL;PAÍS;UNIVERSIDAD;OTRA UNIVERSIDAD;GENERO UNIVERSIDAD;¿ESTÁ DE ACUERDO EN QUE SE HAYA MODIFICADO EL MÉTODO DE ESTUDIO PARA LAS CLASES VIRTUALES?;¿ESTÁ DE ACUERDO EN QUE LA CONCENTRACIÓN O ATENCIÓN CON EL ESTUDIO, FUERON ALTERADOS?;¿HA CAMBIADO SU CURIOSIDAD Y MOTIVACIÓN CIENTÍFICA CON LA PANDEMIA?;¿ESTÁ DE ACUERDO EN QUE LOS SENTIMIENTOS (AFECTOS, EMOCIONES) FUERON ALTERADOS POR LA PANDEMIA?;¿CONSIDERA QUE LA SALUD MENTAL PUEDE ALTERAR EL COMPORTAMIENTO EN TODO TIPO DE PERSONA?;¿CONSIDERA QUE SITUACIONES EXTERNAS, PUEDEN DESENCADENAR UN PROBLEMA DE SALUD MENTAL?;ME HE RELACIONADO CON ALGÚN TIPO DE ALTERACIÓN MENTAL EN EL TRANSCURSO DE LA PANDEMIA.;¿CONSIDERA QUE UNA PERSONA CON UNA ALTERACIÓN MENTAL, PUEDE REPRESENTAR UN RIESGO PARA LOS DEMÁS?;¿CONSIDERA QUE EL CONFINAMIENTO LE HA PROPORCIONADO OTRAS ALTERNATIVAS PARA SU NUEVO APRENDIZAJE?;¿ESTÁ DE ACUERDO EN QUE UNA ALTERACIÓN MENTAL, CAUSA RECHAZO SOCIAL?;CONTESTE LA SIGUIENTE PREGUNTA, SOLO SI USTED HA TENIDO UNA ALTERACIÓN EN SU SALUD MENTAL DURANTE LA PANDEMIA Y PUDO HABLAR/COMPARTIR LO QUE LE PASABA(AFECTOS EMOCIONES), CON SUS PARES O SUPERIORES.  ¿EL APOYO EMOCIONAL RECIBIDO DURANTE LA PANDEMIA (POR PARES O SUPERIORES), LE PERMITIÓ MANEJAR SU SALUD MENTAL?;¿CONSIDERA QUE LA PANDEMIA CAMBIÓ SU RENDIMIENTO ACADÉMICO COMO ESTUDIANTE?
2021-06-15 13:37:53.411052;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;MASCULINO;4;5;4;5;5;5;5;5;5;4;1;4
2021-06-15 17:41:01.705742;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;FEMENINO;2;4;5;5;5;5;5;1;4;5;3;5
2021-06-15 13:38:08.768958;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;FEMENINO;2;4;4;4;4;1;1;1;4;4;5;3
2021-06-15 16:39:18.176244;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;MASCULINO;5;5;1;5;5;5;4;4;1;5;3;3
2021-06-15 13:38:16.272875;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;MASCULINO;4;4;4;4;4;4;3;3;2;4;4;5
2021-06-15 13:39:37.577656;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;MASCULINO;5;4;3;4;5;5;1;5;5;5;3;5
2021-06-15 16:41:46.613016;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;MASCULINO;5;5;3;3;3;3;3;3;1;3;3;5
2021-06-15 17:44:41.923148;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;MASCULINO;4;5;4;5;5;5;4;2;4;4;4;5
2021-06-15 13:39:54.502032;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;FEMENINO;3;5;2;5;3;3;5;1;1;3;1;5
2021-06-15 13:40:28.884804;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;FEMENINO;2;3;5;5;5;5;5;3;2;4;1;4
2021-06-15 13:40:33.296162;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;FEMENINO;3;5;5;5;5;4;1;3;5;5;4;5
2021-06-15 13:40:44.198655;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;FEMENINO;4;4;5;5;5;5;4;4;4;4;4;4
2021-06-15 17:46:32.427099;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;MASCULINO;5;4;2;5;5;4;3;3;4;4;3;4
2021-06-15 16:55:16.773348;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;FEMENINO;2;5;5;5;4;5;5;3;3;4;3;5
2021-06-15 13:42:22.272948;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;MASCULINO;4;4;2;3;5;4;2;2;4;4;3;3
2021-06-15 17:48:22.971693;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PATAGONIA SAN JUAN BOSCO;;MASCULINO;4;5;3;5;5;5;4;4;4;3;5;4
2021-06-15 13:42:38.422358;ARGENTINA;;UNIVERSIDAD NACIONAL DE RÍO NEGRO;FEMENINO;5;5;4;5;5;4;2;4;5;4;3;4
2021-06-15 17:50:26.087598;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;MASCULINO;4;4;4;5;5;4;4;2;5;5;3;5
2021-06-15 13:42:49.646992;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;OTRO;4;5;5;5;5;5;5;5;4;5;4;5
2021-06-15 13:43:19.110008;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;FEMENINO;5;4;3;5;5;5;5;5;5;5;2;5
2021-06-15 17:53:56.770723;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;FEMENINO;4;4;3;5;5;5;4;2;4;4;3;5
2021-06-15 17:57:24.786917;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;FEMENINO;3;5;4;5;5;5;4;5;2;4;2;4
2021-06-15 17:58:34.566326;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;MASCULINO;3;5;3;5;5;5;4;2;4;2;4;3
2021-06-15 18:05:54.807015;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;MASCULINO;4;5;5;5;5;5;4;4;5;4;3;5
2021-06-15 13:45:43.075303;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;FEMENINO;4;5;5;4;4;4;3;3;4;3;3;5
2021-06-15 16:59:44.930535;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;FEMENINO;4;5;4;5;5;5;5;3;5;3;5;5
2021-06-15 13:50:39.795654;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;FEMENINO;1;5;2;4;4;2;2;2;2;2;1;4
2021-06-15 13:52:05.786775;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;FEMENINO;5;4;4;4;4;4;3;3;4;4;3;5
2021-06-15 13:52:59.482896;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;MASCULINO;5;5;5;5;5;5;5;1;2;3;3;5
2021-06-15 15:20:09.906294;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;FEMENINO;5;5;2;5;5;5;5;4;4;2;4;5
2021-06-15 13:53:13.558679;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;FEMENINO;5;1;4;3;5;5;3;5;5;5;3;2
2021-06-15 13:54:32.031821;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;FEMENINO;4;4;3;4;4;4;3;4;4;3;3;4
2021-06-15 15:27:05.106831;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;MASCULINO;2;5;3;5;3;5;3;3;2;3;4;5
2021-06-15 13:55:10.164344;ARGENTINA;;UNRN;FEMENINO;5;5;3;5;5;5;5;4;4;5;5;5
2021-06-15 17:13:20.541651;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;FEMENINO;4;5;5;5;5;4;5;2;3;4;2;5
2021-06-15 15:30:33.588555;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;MASCULINO;4;5;5;4;4;4;4;3;4;1;5;4
2021-06-15 13:56:52.183355;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;MASCULINO;2;5;2;5;4;5;5;4;3;3;3;5
2021-06-15 15:34:14.515985;ARGENTINA;UNIVERSIDAD NACIONAL DE CUYO;;FEMENINO;3;2;2;4;4;3;1;2;4;4;3;3
2021-06-15 13:57:14.063325;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;FEMENINO;4;4;4;5;5;4;5;3;3;5;1;4
2021-06-15 13:58:12.127164;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;FEMENINO;4;5;4;4;5;5;4;2;4;3;3;3
2021-06-15 15:36:46.513102;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO CUARTO;;MASCULINO;5;5;5;5;5;5;2;5;5;5;3;5
2021-06-15 15:44:30.629819;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;FEMENINO;4;5;4;5;5;5;4;4;4;4;4;5
2021-06-15 13:58:41.580344;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;MASCULINO;3;4;3;3;5;3;3;4;3;4;3;4
2021-06-15 15:52:43.908358;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;FEMENINO;5;5;4;5;5;5;5;4;5;5;1;5
2021-06-15 14:01:39.869158;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;FEMENINO;1;3;3;5;5;3;2;3;3;3;3;5
2021-06-15 14:03:13.181102;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;MASCULINO;4;4;2;4;5;5;4;2;4;2;4;1
2021-06-15 14:04:00.320027;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;FEMENINO;4;4;4;5;4;5;4;5;5;5;4;4
2021-06-15 16:00:15.463838;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;FEMENINO;5;4;4;5;5;5;5;2;4;5;3;4
2021-06-15 14:04:15.537716;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;FEMENINO;5;5;5;5;5;5;3;5;3;5;3;3
2021-06-15 16:08:33.156836;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;MASCULINO;5;5;3;5;5;5;4;4;4;4;3;5
2021-06-15 14:08:14.648328;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;FEMENINO;5;5;5;5;5;5;4;5;5;5;5;5
2021-06-15 17:33:19.860935;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;MASCULINO;5;4;1;1;1;1;1;4;5;4;3;4
2021-06-15 14:09:25.100191;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;FEMENINO;4;1;3;3;5;4;1;2;5;3;3;4
2021-06-15 14:09:38.352330;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;FEMENINO;3;5;5;5;5;5;4;2;4;5;5;5
2021-06-15 16:18:18.271735;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;MASCULINO;5;2;1;3;5;4;3;4;5;3;5;2
2021-06-15 17:36:38.668810;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;FEMENINO;5;5;5;5;5;4;5;4;5;5;1;5
2021-06-15 14:16:39.361872;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;FEMENINO;4;5;3;1;4;4;2;2;4;4;2;1
2021-06-15 16:23:35.872234;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PATAGONIA SAN JUAN BOSCO;;FEMENINO;2;2;2;5;5;5;5;5;3;5;2;2
2021-06-15 14:18:29.810735;ARGENTINA;;UNIVERSIDAD DE RÍO NEGRO;FEMENINO;5;1;1;1;1;1;1;2;4;4;4;1
2021-06-15 14:19:08.325849;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;MASCULINO;2;5;5;5;5;5;5;3;4;4;2;5
2021-06-15 14:23:34.699988;ARGENTINA;UNIVERSIDAD NACIONAL DE SALTA;;FEMENINO;5;5;3;5;5;5;4;5;5;2;5;1
2021-06-15 14:23:53.947461;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO CUARTO;;FEMENINO;2;5;4;5;5;5;4;2;4;3;4;4
2021-06-15 14:24:02.229214;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;MASCULINO;4;5;4;5;5;5;4;2;5;4;4;5
2021-06-15 17:45:15.855301;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;MASCULINO;2;5;5;5;4;5;2;4;4;5;3;3
2021-06-15 16:46:05.473717;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;FEMENINO;4;5;3;5;5;5;4;3;4;5;4;5
2021-06-15 14:28:13.893413;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;FEMENINO;4;5;4;5;5;4;4;3;4;3;3;5
2021-06-15 17:46:40.158959;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;MASCULINO;3;5;5;5;5;5;5;2;5;5;2;5
2021-06-15 14:31:24.701796;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;MASCULINO;3;4;3;4;5;5;2;4;5;4;1;4
2021-06-15 14:31:25.032499;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;FEMENINO;3;5;5;5;5;4;4;3;4;3;3;4
2021-06-15 14:32:01.694064;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO CUARTO;;MASCULINO;1;5;4;4;4;3;4;3;1;3;3;4
2021-06-15 17:48:43.167941;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;FEMENINO;5;4;5;5;5;5;5;3;5;2;2;5
2021-06-15 14:32:30.240951;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;MASCULINO;3;3;3;3;4;3;3;3;3;4;1;3
2021-06-15 14:33:28.079851;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;FEMENINO;4;5;4;5;5;5;4;3;4;4;5;5
2021-06-15 17:51:23.926926;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;MASCULINO;5;2;2;5;5;5;5;2;4;2;4;2
2021-06-15 14:33:52.939757;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;FEMENINO;4;5;5;5;5;5;5;1;4;5;2;5
2021-06-15 14:34:54.641415;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO CUARTO;;FEMENINO;5;4;4;4;5;5;3;5;5;3;4;4
2021-06-15 17:55:38.689269;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;FEMENINO;1;5;2;5;5;5;4;4;2;4;5;5
2021-06-15 17:57:37.542420;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;FEMENINO;4;4;2;4;4;4;4;3;4;3;4;4
2021-06-15 17:58:48.767399;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;FEMENINO;4;2;4;5;4;4;3;4;4;4;3;4
2021-06-15 18:00:17.039930;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;MASCULINO;4;5;4;4;5;5;4;3;4;4;5;4
2021-06-15 18:03:48.259612;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;MASCULINO;4;5;4;5;5;5;4;5;5;5;4;5
2021-06-15 18:06:03.723433;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;FEMENINO;5;1;4;3;3;3;1;1;3;2;2;3
2021-06-15 18:08:06.615272;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;FEMENINO;5;5;4;5;5;5;5;3;4;5;2;5
2021-06-15 18:09:46.453096;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;MASCULINO;4;5;5;1;4;4;1;2;1;1;1;5
2021-06-15 18:10:53.658855;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;MASCULINO;4;5;3;2;4;4;1;4;4;3;3;4
2021-06-15 17:02:54.839731;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;FEMENINO;3;5;3;4;4;5;3;3;2;3;4;5
2021-06-15 15:17:42.222622;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;MASCULINO;2;4;4;5;5;4;4;4;4;4;4;4
2021-06-15 14:38:11.122778;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;MASCULINO;4;5;5;5;5;5;5;2;1;5;1;5
2021-06-15 18:39:15.483635;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;FEMENINO;2;3;4;5;5;5;5;2;4;3;4;3
2021-06-15 14:38:37.387194;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO CUARTO;;MASCULINO;4;5;4;4;4;4;4;2;5;5;4;3
2021-06-15 14:41:07.661355;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;FEMENINO;5;4;1;4;4;5;4;2;4;4;4;4
2021-06-15 14:41:30.903847;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;FEMENINO;2;5;4;4;5;5;4;2;3;4;4;4
2021-06-15 15:24:12.788743;ARGENTINA;;UNRN;MASCULINO;5;4;4;5;5;5;2;3;3;3;5;5
2021-06-15 15:28:16.961951;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;MASCULINO;3;5;5;5;5;5;3;4;4;4;2;5
2021-06-15 15:31:14.266411;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;FEMENINO;4;4;3;5;5;4;4;4;4;4;5;5
2021-06-15 18:40:25.725946;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;MASCULINO;3;3;2;3;5;5;3;2;2;4;2;3
2021-06-15 15:34:23.394446;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;MASCULINO;5;5;3;5;5;2;1;3;5;3;1;5
2021-06-15 15:37:02.439578;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO CUARTO;;MASCULINO;4;5;3;5;5;5;4;3;4;4;4;4
2021-06-15 15:45:28.135128;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;FEMENINO;4;4;3;5;4;5;5;5;4;4;4;3
2021-06-15 17:31:53.967678;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;FEMENINO;4;4;3;5;5;4;2;4;4;4;4;4
2021-06-15 16:05:18.044196;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO CUARTO;;FEMENINO;4;4;3;4;5;5;2;4;3;4;3;3
2021-06-15 16:09:27.077252;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO CUARTO;;MASCULINO;3;5;1;4;5;5;4;2;3;1;5;1
2021-06-15 16:12:38.814563;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;FEMENINO;5;4;4;5;5;5;3;4;5;5;3;2
2021-06-15 16:18:55.897354;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;MASCULINO;5;4;2;5;5;5;4;5;4;4;5;2
2021-06-15 17:37:13.278467;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;FEMENINO;4;5;5;4;4;5;5;1;5;5;3;4
2021-06-15 17:43:30.816555;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;MASCULINO;4;5;3;3;5;4;1;4;5;4;1;4
2021-06-15 16:39:51.355603;ARGENTINA;;UNLP;FEMENINO;4;2;1;4;5;5;1;4;1;4;3;3
2021-06-15 16:46:26.601224;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;FEMENINO;4;3;4;4;4;4;2;3;4;4;3;4
2021-06-15 16:53:09.610291;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;FEMENINO;3;5;3;5;5;5;3;2;2;3;2;3
2021-06-15 16:56:10.301607;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;MASCULINO;2;5;3;4;4;4;2;4;2;4;3;4
2021-06-15 17:49:39.604338;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;MASCULINO;4;5;5;5;5;5;4;3;3;4;5;5
2021-06-15 17:52:32.503443;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;MASCULINO;5;4;3;5;5;4;4;3;4;4;4;5
2021-06-15 17:56:03.100496;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;FEMENINO;4;5;3;5;5;5;5;2;2;5;3;5
2021-06-15 17:57:52.802490;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;MASCULINO;4;5;3;5;5;5;3;2;3;2;1;5
2021-06-15 17:59:10.956684;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;FEMENINO;5;5;2;5;4;5;4;3;4;5;3;4
2021-06-15 18:00:33.033732;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;MASCULINO;3;4;3;5;5;5;2;5;3;4;3;2
2021-06-15 18:04:17.979623;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;FEMENINO;5;5;4;5;5;5;5;4;4;2;1;5
2021-06-15 18:06:14.187955;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;FEMENINO;2;5;5;5;5;5;3;3;2;5;2;5
2021-06-15 18:08:15.098316;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;MASCULINO;4;5;3;4;5;4;3;4;3;3;3;4
2021-06-15 18:11:55.902790;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;MASCULINO;2;4;3;5;5;5;5;1;4;4;3;4
2021-06-15 18:16:22.464505;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;MASCULINO;5;4;4;4;3;4;1;4;4;4;3;2
2021-06-15 18:16:42.707413;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;FEMENINO;4;5;5;2;3;4;1;4;4;5;3;4
2021-06-15 18:17:49.769414;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;FEMENINO;4;5;3;5;4;4;4;4;2;4;2;4
2021-06-15 18:18:42.613597;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;FEMENINO;2;5;3;5;5;5;2;2;3;2;1;3
2021-06-15 18:19:00.313831;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;MASCULINO;3;3;3;1;5;5;1;4;5;2;1;5
2021-06-15 18:20:05.826796;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;MASCULINO;5;5;5;3;5;4;4;1;5;4;3;5
2021-06-15 18:20:17.349202;HONDURAS;;UNIVERSIDAD NACIONAL DE LA PLATA;FEMENINO;4;5;5;5;5;5;5;5;2;5;5;5
2021-06-15 18:20:20.785995;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;MASCULINO;2;5;1;5;5;3;5;2;3;2;5;5
2021-06-15 18:20:36.460036;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;FEMENINO;4;5;4;4;5;4;3;4;4;4;3;5
2021-06-15 18:20:39.405174;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;MASCULINO;4;5;4;5;5;3;4;3;3;5;3;5
2021-06-15 18:21:08.961396;ARGENTINA;;NINGUNA;FEMENINO;2;5;4;5;5;5;5;5;4;5;5;4
2021-06-15 18:22:18.162276;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;FEMENINO;4;4;2;4;5;5;4;2;4;5;4;3
2021-06-15 18:22:44.500033;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;MASCULINO;5;5;4;5;5;5;4;5;5;4;3;4
2021-06-15 18:24:09.447099;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;MASCULINO;4;5;4;5;5;4;4;4;3;4;4;5
2021-06-15 18:25:53.067140;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;MASCULINO;2;5;2;5;3;3;3;3;2;5;2;5
2021-06-15 18:25:55.991811;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;FEMENINO;4;5;3;5;5;4;3;3;4;4;3;5
2021-06-15 18:27:15.451732;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;MASCULINO;1;5;3;5;5;5;5;4;2;5;2;5
2021-06-15 18:27:32.685506;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;MASCULINO;4;5;3;4;4;4;1;1;5;1;3;3
2021-06-15 18:28:04.821770;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;FEMENINO;2;5;4;5;5;4;4;4;3;5;3;5
2021-06-15 18:28:24.980943;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;MASCULINO;4;5;3;5;5;5;5;2;4;5;4;5
2021-06-15 18:28:55.111767;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;FEMENINO;3;5;5;5;5;5;3;2;1;3;3;5
2021-06-15 18:30:07.581484;ARGENTINA;;FACULTAD DE INGENIERÍA LA PLATA ;FEMENINO;4;3;2;4;3;2;1;3;4;3;1;4
2021-06-15 18:30:46.185853;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;FEMENINO;1;5;4;5;5;4;4;2;3;2;2;5
2021-06-15 18:31:34.020789;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;MASCULINO;4;4;4;4;4;4;2;4;4;4;3;4
2021-06-15 18:34:14.341071;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;MASCULINO;4;1;1;4;5;5;1;5;4;1;4;2
2021-06-15 18:34:34.639568;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;FEMENINO;2;5;4;5;5;5;5;2;3;5;2;4
2021-06-15 18:35:26.634585;ARGENTINA;;UNLP;MASCULINO;4;4;5;5;5;4;4;4;4;5;3;4
2021-06-15 18:43:14.087704;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;FEMENINO;4;4;5;5;5;5;5;4;5;5;5;3
2021-06-15 18:43:37.060085;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO CUARTO;;MASCULINO;3;3;2;1;3;4;2;4;2;3;3;4
2021-06-15 18:43:39.307592;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;FEMENINO;4;5;5;5;5;5;3;4;4;4;3;4
2021-06-15 18:44:59.278540;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;FEMENINO;2;5;5;5;5;5;5;4;1;5;1;5
2021-06-15 18:48:36.771160;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;FEMENINO;3;5;5;5;5;4;5;3;5;5;3;5
2021-06-15 18:54:10.246946;ARGENTINA;;UNIVERSIDAD DE RIO NEGRO;FEMENINO;2;4;4;5;5;5;4;2;4;4;2;5
2021-06-15 18:54:30.534934;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;MASCULINO;5;5;4;3;5;4;4;4;3;5;1;5
2021-06-15 18:55:48.301078;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;MASCULINO;3;5;4;5;5;5;5;4;4;3;5;4
2021-06-15 18:55:55.042777;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;MASCULINO;4;3;4;4;4;4;3;3;4;2;3;4
2021-06-15 18:58:03.789698;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;MASCULINO;2;5;5;5;5;5;2;4;3;3;1;5
2021-06-15 18:59:07.694494;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;MASCULINO;4;5;5;5;5;5;5;3;3;5;5;5
2021-06-15 18:59:25.467245;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;FEMENINO;5;5;4;5;5;5;5;2;4;4;4;5
