MARCA TEMPORAL;PAÍS;UNIVERSIDAD;OTRA UNIVERSIDAD;GENERO UNIVERSIDAD;¿ESTÁ DE ACUERDO EN QUE SE HAYA MODIFICADO EL MÉTODO DE ESTUDIO PARA LAS CLASES VIRTUALES?;¿ESTÁ DE ACUERDO EN QUE LA CONCENTRACIÓN O ATENCIÓN CON EL ESTUDIO, FUERON ALTERADOS?;¿HA CAMBIADO SU CURIOSIDAD Y MOTIVACIÓN CIENTÍFICA CON LA PANDEMIA?;¿ESTÁ DE ACUERDO EN QUE LOS SENTIMIENTOS (AFECTOS, EMOCIONES) FUERON ALTERADOS POR LA PANDEMIA?;¿CONSIDERA QUE LA SALUD MENTAL PUEDE ALTERAR EL COMPORTAMIENTO EN TODO TIPO DE PERSONA?;¿CONSIDERA QUE SITUACIONES EXTERNAS, PUEDEN DESENCADENAR UN PROBLEMA DE SALUD MENTAL?;ME HE RELACIONADO CON ALGÚN TIPO DE ALTERACIÓN MENTAL EN EL TRANSCURSO DE LA PANDEMIA.;¿CONSIDERA QUE UNA PERSONA CON UNA ALTERACIÓN MENTAL, PUEDE REPRESENTAR UN RIESGO PARA LOS DEMÁS?;¿CONSIDERA QUE EL CONFINAMIENTO LE HA PROPORCIONADO OTRAS ALTERNATIVAS PARA SU NUEVO APRENDIZAJE?;¿ESTÁ DE ACUERDO EN QUE UNA ALTERACIÓN MENTAL, CAUSA RECHAZO SOCIAL?;CONTESTE LA SIGUIENTE PREGUNTA, SOLO SI USTED HA TENIDO UNA ALTERACIÓN EN SU SALUD MENTAL DURANTE LA PANDEMIA Y PUDO HABLAR/COMPARTIR LO QUE LE PASABA(AFECTOS EMOCIONES), CON SUS PARES O SUPERIORES.  ¿EL APOYO EMOCIONAL RECIBIDO DURANTE LA PANDEMIA (POR PARES O SUPERIORES), LE PERMITIÓ MANEJAR SU SALUD MENTAL?;¿CONSIDERA QUE LA PANDEMIA CAMBIÓ SU RENDIMIENTO ACADÉMICO COMO ESTUDIANTE?
2021-07-02 07:12:21.992335;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;1;4;4;5;4;4;3;4;3;4;4
2021-07-02 07:24:55.681488;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;3;4;4;4;3;3;4;3;4;4
2021-07-02 07:27:04.440196;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;3;3;4;4;3;3;1;2;4;3;1;4
2021-07-02 07:30:22.779443;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;4;5;5;4;4;4;4;4;4;2
2021-07-02 07:34:25.075970;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;3;4;3;4;3;1;4;3;3;1;3
2021-07-02 07:37:29.908459;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;4;5;4;5;5;4;4;4;4;3;4
2021-07-02 07:38:44.533707;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;4;5;5;4;4;4;4;4;3;4
2021-07-02 07:39:06.792929;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;4;4;5;5;3;4;3;3;4;2
2021-07-02 07:39:31.850531;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;3;4;1;3;3;3;3;3;3;3;1;3
2021-07-02 07:44:13.609517;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;2;4;4;4;5;4;1;5;4;5;1;4
2021-07-02 07:46:43.938663;BOLIVIA;UNIVERSIDAD DE SAN FRANCISCO XAVIER DE CHUQUISACA;;MASCULINO;3;4;3;4;4;4;2;4;4;4;2;4
2021-07-02 07:48:12.212497;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;3;4;3;5;5;4;3;3;4;4;4;4
2021-07-02 07:49:09.240391;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;4;4;4;5;4;1;5;5;4;5;4
2021-07-02 07:50:44.894480;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;4;5;5;5;4;4;3;4;4;4;4
2021-07-02 07:57:32.789944;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;3;4;4;4;3;4;4;4;3;4
2021-07-02 07:58:37.286663;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;3;3;2;2;4;4;2;1;5;1;1;4
2021-07-02 08:03:54.232854;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;3;3;2;5;5;5;5;5;3;4;3;3
2021-07-02 08:04:08.304484;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;4;3;5;5;4;4;4;4;2;4;4
2021-07-02 08:08:32.449884;BOLIVIA;UNIVERSIDAD DE SAN FRANCISCO XAVIER DE CHUQUISACA;;MASCULINO;2;3;5;4;4;4;4;4;1;3;4;5
2021-07-02 08:11:19.634703;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;1;1;4;1;1;2;1;2;1;2;1;1
2021-07-02 08:12:51.301424;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;2;1;5;5;5;2;5;5;4;4;1
2021-07-02 08:20:46.037183;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;2;4;4;4;5;4;4;4;4;4;4;4
2021-07-02 08:20:55.907323;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;1;4;1;5;5;4;5;5;5;1;4
2021-07-02 08:22:24.669773;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;2;4;4;4;2;4;4;4;4;4
2021-07-02 08:23:23.833709;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;4;4;5;5;3;5;4;4;4;1
2021-07-02 08:29:12.286567;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;2;4;5;5;5;4;5;4;5;1;5
2021-07-02 08:33:34.112320;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;3;4;4;3;4;1;4;2;3;3;3
2021-07-02 08:36:56.591461;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;3;4;4;4;4;4;1;3;3;4;3;4
2021-07-02 08:38:01.451254;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;3;3;2;5;5;5;1;3;1;3;3;1
2021-07-02 08:40:36.559394;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;3;3;4;5;5;1;4;5;4;1;1
2021-07-02 08:42:24.357016;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;2;1;2;3;5;5;1;1;4;3;1;1
2021-07-02 08:46:11.922737;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;2;2;4;4;4;1;4;5;2;3;2
2021-07-02 08:46:16.683426;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;3;4;5;5;4;2;5;5;5;3;3
2021-07-02 08:47:00.755456;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;4;4;5;4;4;4;5;4;4;4;4
2021-07-02 08:48:19.397395;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;4;3;5;4;4;4;4;4;1;1;1
2021-07-02 08:56:02.723723;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;1;3;5;5;5;5;3;4;4;4;2;5
2021-07-02 08:56:22.650088;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;4;4;4;4;4;4;4;4;5;4;4
2021-07-02 08:57:55.856021;BOLIVIA;UNIVERSIDAD DE SAN FRANCISCO XAVIER DE CHUQUISACA;;MASCULINO;4;4;2;3;4;4;3;4;4;4;3;4
2021-07-02 08:59:31.477003;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;5;4;5;5;5;4;5;4;5;4;5
2021-07-02 09:01:29.671056;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;1;4;4;5;5;5;1;4;4;4;4;5
2021-07-02 09:04:28.026927;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;4;4;4;4;2;1;4;5;4;1;4
2021-07-02 09:16:09.659237;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;3;4;5;4;5;5;3;4;4;2;3
2021-07-02 09:16:09.779551;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;4;4;4;4;4;4;4;4;4;1
2021-07-02 09:17:28.624409;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;5;4;4;4;4;4;3;4;4;3;3
2021-07-02 09:17:39.425439;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;1;5;5;5;5;3;5;5;2;5;5
2021-07-02 09:19:10.377776;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;4;3;4;4;5;5;4;5;4;3
2021-07-02 09:22:03.975874;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;4;4;4;4;4;4;4;2;4;4
2021-07-02 09:28:36.484003;BOLIVIA;UNIVERSIDAD DE SAN FRANCISCO XAVIER DE CHUQUISACA;;FEMENINO;3;3;4;4;5;4;2;3;5;4;1;5
2021-07-02 09:30:43.158950;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;4;2;4;4;4;1;2;4;2;4;2
2021-07-02 09:31:26.933415;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;3;4;4;5;3;4;3;5;4;1;3
2021-07-02 09:34:09.247302;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;3;4;4;5;5;1;4;3;3;1;1
2021-07-02 09:37:09.755224;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;5;4;5;5;3;2;4;5;2;5;2
2021-07-02 09:39:10.780413;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;5;4;5;5;4;1;5;5;4;4;4
2021-07-02 09:41:29.862001;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;4;4;4;4;3;2;3;4;3;2;4
2021-07-02 09:42:48.262396;BRASIL;UNIVERSIDADE FEDERAL DO PARANA;;FEMENINO;4;5;4;5;5;4;4;2;4;2;2;3
2021-07-02 09:44:25.821530;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;2;4;3;3;4;4;3;4;3;4;3;3
2021-07-02 09:45:20.595075;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;3;4;5;5;5;5;4;5;5;5;4
2021-07-02 09:46:14.337833;BRASIL;UNIVERSIDADE FEDERAL DO PARANA;;FEMENINO;4;3;2;2;5;5;2;4;5;4;5;4
2021-07-02 09:46:51.464394;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;4;5;5;4;4;1;4;3;4;1;3
2021-07-02 09:47:58.034672;COLOMBIA;FUNDACION UNIVERSITARIA SAN MATEO;;MASCULINO;5;5;1;5;5;5;1;5;5;5;5;2
2021-07-02 09:56:59.143648;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;5;3;5;5;5;5;3;5;4;5;5
2021-07-02 09:57:38.745412;COLOMBIA;FUNDACION UNIVERSITARIA SAN MATEO;;MASCULINO;3;5;4;4;5;5;1;4;4;4;1;3
2021-07-02 09:57:40.928326;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;4;1;4;4;4;1;4;5;3;5;5
2021-07-02 09:58:58.122846;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;1;1;5;2;4;1;4;5;3;1;1
2021-07-02 09:59:10.122925;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;1;1;5;5;5;5;5;5;1;5;1;5
2021-07-02 09:59:43.665174;ECUADOR;;UNIVERSIDAD ESTATAL DE MILAGRO;MASCULINO;4;4;3;1;4;2;5;2;1;3;3;3
2021-07-02 10:00:50.974638;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;3;5;5;5;5;5;5;5;3;5;2;5
2021-07-02 10:02:18.032338;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;3;5;5;5;5;5;5;1;5;3;3;5
2021-07-02 10:03:04.337322;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;4;5;4;4;3;4;4;3;4;4
2021-07-02 10:06:24.866129;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;2;4;5;4;4;1;4;3;4;2;2
2021-07-02 10:14:22.988519;ECUADOR;;UNEMI;FEMENINO;4;2;1;5;5;4;2;4;4;4;4;2
2021-07-02 10:14:26.897162;COLOMBIA;FUNDACION UNIVERSITARIA SAN MATEO;;MASCULINO;4;4;4;4;1;4;4;4;4;1;1;1
2021-07-02 10:14:51.954017;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;2;5;5;4;1;4;5;4;4;1
2021-07-02 10:14:54.951452;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;3;4;4;5;4;2;3;4;4;2;4
2021-07-02 10:16:22.435843;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;3;4;5;4;4;5;4;4;4;3;4
2021-07-02 10:18:40.941789;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;1;4;4;5;5;5;5;1;1;1;5;1
2021-07-02 10:20:37.598434;BOLIVIA;UNIVERSIDAD DE SAN FRANCISCO XAVIER DE CHUQUISACA;;OTRO;5;4;4;5;5;5;5;5;1;5;3;5
2021-07-02 10:25:47.310352;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;2;4;5;5;4;1;4;5;3;3;1
2021-07-02 10:28:38.967806;COLOMBIA;FUNDACION UNIVERSITARIA SAN MATEO;;FEMENINO;1;2;4;3;3;2;1;1;3;2;3;3
2021-07-02 10:34:03.460635;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;3;3;2;4;3;1;4;4;4;1;3
2021-07-02 10:34:17.464845;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;4;3;5;5;5;3;3;4;4;3;4
2021-07-02 10:36:01.512222;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;4;4;4;4;4;4;4;4;4;4
2021-07-02 10:38:29.184328;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;4;4;5;5;5;4;5;5;4;3;2
2021-07-02 10:40:09.391719;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;2;4;4;4;2;4;4;4;1;2
2021-07-02 10:41:09.677942;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;3;1;1;5;3;1;4;2;3;4;1
2021-07-02 10:43:50.770461;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;4;3;5;5;5;1;5;5;4;3;5
2021-07-02 10:44:09.601063;COLOMBIA;FUNDACION UNIVERSITARIA SAN MATEO;;MASCULINO;4;4;3;4;4;5;3;2;5;1;3;2
2021-07-02 10:46:37.212453;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;5;3;5;5;5;2;5;4;4;1;3
2021-07-02 10:47:02.798290;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;5;3;5;5;5;4;4;5;4;3;5
2021-07-02 10:47:47.561523;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;5;5;5;4;4;2;2;4;4;4;2
2021-07-02 10:48:00.774774;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;2;4;4;2;4;4;1;4;4;1;1;2
2021-07-02 10:48:57.840352;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;3;4;4;4;4;4;4;3;2;4;3;5
2021-07-02 10:56:16.823785;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;5;3;4;4;4;4;3;4;3;4;5
2021-07-02 10:58:33.125816;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;5;4;5;4;3;2;5;2;4;1;4
2021-07-02 11:00:17.229720;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;4;4;4;5;2;4;4;4;2;5
2021-07-02 11:08:15.343586;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;4;4;4;4;3;1;4;4;3;3;4
2021-07-02 11:13:32.570266;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;2;4;5;5;5;4;4;5;4;4;5
2021-07-02 11:14:34.723572;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;3;3;5;3;4;1;1;5;1;3;3
2021-07-02 11:17:35.585208;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;3;4;4;5;5;5;4;3;4;3;1;5
2021-07-02 11:22:36.967948;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;5;4;5;5;5;3;4;3;5;3;3
2021-07-02 11:27:51.875650;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;2;4;5;5;4;3;4;4;5;5;1
2021-07-02 11:27:55.433081;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;3;4;4;4;5;5;3;4;4;4;4;5
2021-07-02 11:29:00.472320;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;3;5;4;5;5;4;4;2;3;5;3;5
2021-07-02 11:30:21.782905;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;4;5;4;4;4;1;3;4;2;1;1
2021-07-02 11:31:18.473630;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;1;4;4;4;4;5;4;2;3;4;1;4
2021-07-02 11:44:46.580755;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;5;5;5;5;5;1;4;5;4;1;4
2021-07-02 11:52:08.353873;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;2;4;2;4;5;4;2;4;4;5;3;5
2021-07-02 11:52:37.063354;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;2;3;4;5;5;2;5;4;3;1;1
2021-07-02 11:55:16.477104;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;4;2;4;5;4;2;4;4;5;2;2
2021-07-02 11:57:28.124303;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;3;4;4;4;4;1;3;4;4;2;4
2021-07-02 11:59:40.932126;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;2;1;5;5;5;4;4;5;5;4;4
2021-07-02 12:00:58.488699;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;1;1;5;5;5;5;5;5;1;5;5;5
2021-07-02 12:04:33.531414;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;1;5;5;5;5;4;1;5;4;4;4
2021-07-02 12:06:04.478157;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;3;2;2;2;3;3;2;2;3;3;2;3
2021-07-02 12:11:41.920355;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;3;3;3;3;3;3;3;3;1;3;2;3
2021-07-02 12:13:48.675798;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;2;4;4;4;4;4;4;4;4;4;4;5
2021-07-02 12:16:59.361429;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;5;4;4;3;3;3;3;3;4;4;5
2021-07-02 12:29:46.651725;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;4;2;4;4;4;3;2;2;2;4;2
2021-07-02 12:32:18.375242;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;5;4;5;3;3;3;5;3;3;4
2021-07-02 12:34:45.675215;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;3;5;4;4;4;5;1;2;4;4;4;5
2021-07-02 12:37:06.827906;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;5;4;4;4;3;2;1;4;4;4;2
2021-07-02 12:39:22.208191;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;3;1;3;4;3;1;3;4;3;1;1
2021-07-02 12:43:08.910642;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;FEMENINO;5;4;4;1;4;1;1;3;4;1;3;5
2021-07-02 12:47:29.726413;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;FEMENINO;4;5;5;5;5;3;2;4;4;2;4;5
2021-07-02 12:48:24.726769;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;5;3;3;5;3;3;3;3;1;4;1
2021-07-02 12:55:11.979129;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;3;2;2;5;4;2;4;5;4;1;1
2021-07-02 12:55:34.596097;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;4;4;5;4;4;4;4;5;3;4;5
2021-07-02 12:55:44.393799;COLOMBIA;FUNDACION UNIVERSITARIA SAN MATEO;;MASCULINO;5;1;3;3;1;1;2;5;5;4;3;1
2021-07-02 12:56:07.798609;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;4;5;4;4;4;3;4;5;4;5;4
2021-07-02 13:04:50.876755;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;5;4;5;5;5;4;5;2;4;3;5
2021-07-02 13:09:47.369494;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;1;3;5;5;5;1;5;4;5;5;4
2021-07-02 13:12:27.589523;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;3;4;4;4;2;3;2;3;4;4;4
2021-07-02 13:12:55.687360;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;2;2;3;2;5;4;3;1;3;5;5;5
2021-07-02 13:16:17.244434;COLOMBIA;UNIVERSIDAD DE SAN BUENAVENTURA;;MASCULINO;3;5;4;5;5;5;1;4;5;5;2;5
2021-07-02 13:16:49.815391;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;4;4;5;5;5;4;3;3;3;3;3
2021-07-02 13:18:58.611043;BRASIL;CENTRO UNIVERSITARIO DO INSTITUTO MAUA DE TECNOLOGIA;;MASCULINO;5;5;3;5;5;5;4;4;4;2;5;4
2021-07-02 13:24:28.572569;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;4;2;5;5;5;4;4;5;3;2;2
2021-07-02 13:27:14.574788;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;2;3;4;2;2;2;5;4;2;5;4
2021-07-02 13:31:45.209600;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;3;4;4;5;5;3;3;4;5;1;5
2021-07-02 13:35:45.425007;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;2;4;2;2;4;2;2;2;4;4;2;2
2021-07-02 13:36:33.933377;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;5;5;4;4;3;4;4;4;4;4
2021-07-02 13:38:06.014136;BOLIVIA;UNIVERSIDAD DE SAN FRANCISCO XAVIER DE CHUQUISACA;;FEMENINO;4;4;5;5;5;4;3;4;4;4;3;5
2021-07-02 13:38:17.528044;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;4;4;4;4;4;4;4;4;4;2;4
2021-07-02 13:39:39.142731;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;1;5;5;5;5;4;3;4;2;5
2021-07-02 13:40:45.235470;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;4;4;4;4;3;4;4;4;2;
2021-07-02 13:42:28.085054;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;3;4;4;3;5;3;3;3;4;3;2;2
2021-07-02 13:51:57.524161;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;3;4;4;4;4;4;3;4;3;4;3;3
2021-07-02 13:53:54.943440;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;5;3;5;4;3;4;5;5;5;5;4
2021-07-02 13:58:14.095646;BOLIVIA;UNIVERSIDAD DE SAN FRANCISCO XAVIER DE CHUQUISACA;;FEMENINO;4;2;4;5;5;5;4;3;4;5;4;5
2021-07-02 13:58:47.595818;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;2;4;5;5;4;3;5;5;4;3;3
2021-07-02 14:00:46.219938;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;2;3;4;3;2;1;3;3;5;1;3
2021-07-02 14:07:09.531806;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;2;3;5;4;2;3;4;5;4;4;5
2021-07-02 14:08:00.379406;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;3;5;4;5;4;2;5;5;4;4;2
2021-07-02 14:11:22.991335;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;4;4;5;4;3;4;2;4;3;4
2021-07-02 14:11:29.721871;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;4;4;5;5;5;4;4;5;4;1;5
2021-07-02 14:12:24.445972;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;4;4;4;4;4;4;4;4;4;2;4
2021-07-02 14:12:46.940844;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;5;4;4;4;3;4;2;4;3;4;5
2021-07-02 14:13:09.563370;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;2;4;4;4;2;4;3;4;4;2
2021-07-02 14:15:03.991212;BOLIVIA;UNIVERSIDAD DE SAN FRANCISCO XAVIER DE CHUQUISACA;;MASCULINO;3;4;3;4;5;5;5;2;4;4;2;4
2021-07-02 14:15:38.372438;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;3;4;2;4;4;2;2;3;3;4;3
2021-07-02 14:16:03.049398;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;3;2;5;5;5;2;5;4;4;4;2
